	sentence	word_labels
648	İLK Türk sualtı arkeolojik kazısı Marmara Denizi'nde başladı	O O O O O I-LOC I-LOC O
649	Böylece karasularımızda 1960'tan beri sürdürülen sualtı arkeolojik kazılarındaki Amerikan egemenliğine de son verilmiş oldu	O O O O O O O O O O O O O O
650	İstanbul Üniversitesi'nden Doç. Dr. Nergis Günsenin'in bilimsel başkanlığındaki Türk ekibinin gerçekleştireceği sualtı kazısıyla dünyada ilk kez M.S. 13. yüzyıla ait bir gemi batığında kazı yapılmış olacak	I-ORG I-ORG O O I-PER I-PER O O O O O O O O O O O O O O O O O O O O
651	Batıkta altı yıldır araştırmalarını sürdüren Günsenin ,' Başlattığımız sualtı kazı çalışmaları , gerçekleştirilecek ilk Türk sualtı arkeolojik kazısı olma özelliğini taşıyor .	O O O O O O O O O O O O O O O O O O O O O O
652	"Dünya arkeoloji tarihi içinde M.S. 13. yüzyıla ait bir batıkta yapılan ilk kazı olma özelliğini taşıyan çalışmaların , beş yılda tamamlanması öngörülüyor "" dedi"	O O O O O O O O O O O O O O O O O O O O O O O O
653	ABD hegemonyasına son	I-LOC O O
654	"BAŞBAKAN Yardımcısı Bülent Ecevit , CHP Lideri Deniz Baykal'ın CHP'nin seçimde yüzde 24'ü aşacağı yolundaki açıklamasının anımsatılması üzerine de ,' Ben , Baykal'ın o lafına şaşarım "" yanıtını verdi"	O O I-PER I-PER O I-ORG O I-PER I-PER I-ORG O O O O O O O O O O O O I-PER O O O O O O
655	CHP'ye düşük profilli hükümet modelinden vazgeçilmesi çağrısı yapan Ecevit ,' Bu , ülkeye zaman kaybettirir .	I-ORG O O O O O O O I-PER O O O O O O O
656	"Aksi takdirde , Türkiye'nin en az yarım senesi heba olacaktır "" diye konuştu"	O O O O O O O O O O O O O
657	"Ecevit , bir gazetecinin , Libya Lideri Muammer Kaddafi'nin , Libya Devrimi'nin yıldönümünde PKK'nın resmi geçit törenine katılmasına izin vermesini nasıl değerlendirdiği sorusuna da , şu yanıtı verdi : "" Beni , hassas noktadan vurdunuz ."	I-PER O O O O I-LOC O I-PER I-PER O I-LOC O O I-ORG O O O O O O O O O O O O O O O O O O O O O O
658	Maasesef Kaddafi , Libya halkına yaraşmayan bir lider durumuna geldi .	O I-PER O I-LOC O O O O O O O
659	Bundan , büyük üzüntü duydum .	O O O O O O
660	Libya halkını kardeş olarak biliyoruz ama , Kaddafi'nin kabalıkları tahammül edilir ölçüyü aşmış bulunuyor .	I-LOC O O O O O O I-PER O O O O O O O
661	Kardeş Libya halkının bir an önce çağdaş düzene kavuşmasını dilerim .	O I-LOC O O O O O O O O O
662	""""	O
663	CUMHURBAŞKANI Süleyman Demirel , özel sektörün sağlık hizmetlerine verdiği desteğe teşekkür ederken hayırseverleri sağlığa yatırım yapmaya çağırdı	O I-PER I-PER O O O O O O O O O O O O O O
664	Sevgi Hastanesi'nin ikinci binasının açılışını yapan Demirel'e , Sevgi Özel Sağlık Hizmetleri Genel Müdürü Dr. Süleyman Kahraman tarafından altın bir steteskop hediye edildi	I-ORG I-ORG O O O O I-PER O I-ORG I-ORG I-ORG I-ORG O O O I-PER I-PER O O O O O O
665	"Kahraman steteskobu Demirel'e verirken ,' Siz Türkiye'nin kalbini dinlemeye devam ettikçe bizler huzur içinde olacağız "" dedi"	I-PER O I-PER O O O I-LOC O O O O O O O O O O
666	Altı genç kızın güvercin uçurduğu törende gösteri yapan minik balerinler de Demirel'e çiçek verdi	O O O O O O O O O O O I-PER O O
667	DENİZ Kuvvetleri eski Komutanı emekli Oramiral Güven Erkaya , bir şiirinde kendisine hakaret eden FP'li TBMM Başkanvekili Yasin Hatipoğlu'ndan almaya hak kazandığı 3 milyar liralık tazminatı Mehmetçik Vakfı'na bağışladı	I-ORG I-ORG O O O O I-PER I-PER O O O O O O I-ORG I-ORG O I-PER I-PER O O O O O O O I-ORG I-ORG O
668	Ankara 26. Asliye Hukuk Mahkemesi , 2 Temmuz 1997'de okuduğu şiirde dönemin Deniz Kuvvetleri Komutanı Erkaya'nın kişilik haklarına hakaret ettiği gerekçesiyle Hatipoğlu'nu 3 milyar lira manevi tazminat cezasına çarptırdı	I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O I-ORG I-ORG O I-PER O O O O O I-PER O O O O O O O
669	Mahkeme , söz konusu paranın 7 Mart 1997'den itiberen uygulanacak yasal faiziyle birlikte Hatipoğlu'ndan alınarak Erkaya'ya verilmesini kararlaştırdı	O O O O O O O O O O O O O I-PER O I-PER O O
670	"Hatipoğlu'nun şiiri şöyle : Her mitingin fıtratı var ,' kahrol "" u "" yaşa'sı var / Sobayla ısınanın küreği , maşası var / Mülayim olmak güzel , lakin hani nerede / Her grubun bir tane Çevik Bir paşası var / Manadan , ruhtan yoksun şekilciler arıyor / Toplumu dışlayacak telkinciler arıyor / Soyu şüpheli olan Meclis'i tahkir ile / Özgür ruhlu ve soylu temsilciler arıyor / Zırha bürünmüş ödlekler ortalığı gülşen görür / Evladına ağıt yakan anaları hep şen görür / Müslümanı PKK'dan tehlikeli addeder de / Acı görmemiş ahkamlar PKK'yı ehven görür"	I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-ORG O O O O O O O I-ORG O O
671	"FP Genel Başkanı Recai Kutan , Başbakan Mesut Yılmaz'ın Milliyet'e yaptığı "" Üniversitelerde türban konusunda yumuşak tutum takınmak lazım "" açıklamasının kendilerini memnun ettiğini belirterek "" Meseleyi hiç kimse bir parti politikası yapmak istemez ."	I-ORG O O I-PER I-PER O O I-PER I-PER I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O
672	"Eğer türban olayını çözerlerse kendilerine teşekkür ederiz "" dedi"	O O O O O O O O O
673	"Kutan , Yılmaz'ın türban konusuyla ilgili açıklamalarını nasıl değerlendiridiğinin sorulması üzerine şunları söyledi : "" Türban gibi meseleleri siyasi mesele haline getirmek istemiyoruz ."	I-PER O I-PER O O O O O O O O O O O O O O O O O O O O O
674	Arzu ediyoruz ki bu insan hakları ihlali en kısa zamanda giderilsin .	O O O O O O O O O O O O
675	Bunu temenni ediyoruz .	O O O O
676	Eğer hakikaten hükümet olarak bunu temin edebilirlerse en başta kendilerine teşekkür edecek olan biziz .	O O O O O O O O O O O O O O O
677	Yani temin ediyoruz ki iyi niyetle bu insan hakları ihlallerinden sadece bu değil , tamamı ortadan kaldırılsın .	O O O O O O O O O O O O O O O O O O
678	""""	O
679	"FP Genel Başkan Yardımcısı Abdülkadir Aksu da çay bahçesinde düzenlediği basın toplantısında Yılmaz'ın türban değerlendirmesiyle ilgili olarak şöyle konuştu : "" Bir yıldan beri hükümet ve herkes bunu konuşuyor ."	I-ORG O O O I-PER I-PER O O O O O O I-PER O O O O O O O O O O O O O O O O O
680	Başbakan'ın elini kolunu tutan yok .	O O O O O O
681	Yılmaz ne bekliyordu , şimdiye kadar bunu niye halletmedi .	I-PER O O O O O O O O O
682	""""	O
683	"Başbakan Yardımcısı Bülent Ecevit , dün Hak - İş Konfederasyonu'nu ziyaretinde sendika yöneticilerine milletvekili olma yasağı getiren maddenin değiştirilmesiyle ilgili olarak Başbakan Mesut Yılmaz'la görüştüğünü belirterek "" Sanıyorum bizim hazırladığımız ancak yeterli imzayı bulamadığımız teklife imza verecekler "" dedi"	O O I-PER I-PER O O I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O I-PER I-PER O O O O O O O O O O O O O O O
684	"DYP Lideri Tansu Çiller , tek başına iktidar için oy istedrken "" Beni yine el oğluna muhtaç etmeyin ."	I-ORG O I-PER I-PER O O O O O O O O O O O O O O O
685	Oy verin ki yağmanın hesabını soralım .	O O O O O O O
686	Kıratı şaha kaldırın ki , bacımın hayatını garanti altına alalım .	O O O O O O O O O O O
687	Ben bunun üstesinden gelirim , yeter ki siz yanımızda olun .	O O O O O O O O O O O
688	Ama bu defa şu kıratın yemini iyi verin .	O O O O O O O O O
689	Tamam mı .	O O O
690	""" dedi"	O O
691	"Çiller , dün Simav'da vatandaşlara seslenirken şunlurı söyledi : "" Ezanın sesini kıstılar yetmedi ."	I-PER O O I-LOC O O O O O O O O O O O
692	Milletin okullarını kapattılar , eğer camiye gidersen hesap sorarız dediler .	O O O O O O O O O O O
693	Benim için örten de , örtmeyen de evladım .	O O O O O O O O O
694	Hepsi birinci sınıf vatandaş .	O O O O O
695	""" diye konuştu"	O O O
696	"Çiller , hükümetin , siyasi şov yaptığını , irticacı diye üzerine gidilip zulüm yapılanların hesabını soracağını belirterek sözlerini şöyle sürdürdü : "" Muhtıra yediler , sonra dönüp dolaşıp benim milletime muhtıra verdiler ."	I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
697	Bu ANAP'ın Özal'la hiç ilgisi yok .	O I-ORG O O O O O
698	İktidarımızda inancımızla camimizle Avrupa Birliği'ne kadar gideceğiz .	O O O I-ORG I-ORG O O O
699	Allah'a emanet olun .	O O O O
700	Ey Yılmaz , senin adın Yılmaz değil de deccal olsa ne yazar .	O I-PER O O O I-PER O O O O O O O
701	""""	O
702	Başbakan Yardımcısı Bülent Ecevit'e de yüklenen Çiller , Ecevit , dürüst mü .	O O I-PER I-PER O O I-PER O I-PER O O O O
703	Bu milletin hazinesi soyulurken , siz neredeydiniz .	O O O O O O O O
704	900 trilyon bankalara verilirken siz neredeydiniz .	O O O O O O O
705	Bunlar uyum içinde .	O O O O
706	Ecevit , solu dikte ediyor .	I-PER O O O O O
707	Öbürü Hazine'yi soyuyor .	O O O O
708	"Güllük gülistanlık geçiniyorlar "" dedi"	O O O O O
709	2. Dünya Gençler Tekvando Şampiyonası'nda bayanlar 63 kiloda Emel Mazılı gümüş madalya kazandı	O O O O O O O O I-PER I-PER O O O
710	Abdi İpekçi Spor Salonu'nda yapılan şampiyonada Mazılı finalde İngiliz rakibine tek puanla boyun eğdi ve kilosunda ikinci olarak kürsüye çıktı	I-LOC I-LOC I-LOC I-LOC O O I-PER O O O O O O O O O O O O O
711	Dün yapılan diğer müsabakalarda ise erkekler 45 kiloda Ahmet Sevinç çeyrek finalde İngiliz , 73 kiloda Ali Maraş ikinci turda İranlı , bayanlar 42 kiloda Halime Yalçın da ilk turda Rus rakibine yenilerek elendiler	O O O O O O O O I-PER I-PER O O O O O O I-PER I-PER O O O O O O O I-PER I-PER O O O O O O O
712	Şampiyonada bugün bayanlar 44 - 68 , erkekler 48 - 78 kilo müsabakaları yapılacak	O O O O O O O O O O O O O O
713	İRAN'ın başkenti Tahran'da dün sona eren Dünya Serbet Güreş Şampiyonası'nda 58 kiloda Harun Doğan finalde maç 1 - 1 bitmesine rağmen hakem tercihiyle ikinci oldu	I-LOC O I-LOC O O O O O O O O O I-PER I-PER O O O O O O O O O O O
714	İranlı Dabir karşısında maça kontrollü başlayan güreşçimiz 2. dakika dolmak üzereyken tek daldı , bastırdı ancak hakemler puanımızı vermedi	O I-PER O O O O O O O O O O O O O O O O O
715	Harun Doğan'ın rakibi minder dışına kaçmasına rağen ihtar da almadı	I-PER I-PER O O O O O O O O
716	30 saniye sonra Harun yine aynı şekilde daldı , bastırdı ve hakem daha önce göstermediği puanı bu kez verdi ve maçın normal süresi 1-0 kapandı	O O O I-PER O O O O O O O O O O O O O O O O O O O O O
717	Uzatmada hakemler minderden kaçmamasına rağmen güreşçimize ardarda iki ihtar verdiler	O O O O O O O O O O
718	Ancak hakemler burada da minder dışına taşdığı için güreşçimize bir ihtar daha verdiler	O O O O O O O O O O O O O
719	Böylece müsabaka 1 - 1 sona erdi	O O O O O O O
720	Müsabakadan sonra Türkiye maçın sonucuna itiraz etti	O O I-LOC O O O O
721	130 kiloda Aydın Polatçı ise beşinci turda Alman Thiele'yi uzatmaya giden maçta 4 - 1 yendi	O O I-PER I-PER O O O O I-PER O O O O O O O
722	Ancak altıncı turda Amerikalı Mckoy'a 3 - 2 mağlup olmaktan kurtulamadı ve bronz şansını yitirdi	O O O O I-PER O O O O O O O O O O
723	İran'ın başkenti Tahran'daki Dünya Şampiyonası dün sona ererken milli takımımız yarın sabaha karşı saat 05.30'da İstanbul'da gelecek	I-LOC O I-LOC O O O O O O O O O O O O I-LOC O
724	Fevzi AKSOY	I-PER I-PER
725	BAZI kelimelerin , açık anlamını araştırmak lazım	O O O O O O O
726	"Mesela "" Tahrik ."	O O O O
727	""" ."	O O
728	"Federasyon Başkanı ,' Tahrik var "" diyor ."	O O O O O O O O
729	Beşiktaş Teknik Direktörü Toshack da aynı kanaatte .	I-ORG O O I-PER O O O O
730	"Bu kelimeyi biri , bir diğeri için kullandığına göre ,' Tahrik "" kelimesi içinde , bir yön , bir hedef gösterme özelliği de var ."	O O O O O O O O O O O O O O O O O O O O O O O O O
731	Yani birileri , bir diğerini gıdıklayıp , rahatsız etmek ve bundan bir çıkar temin etmek istiyor .	O O O O O O O O O O O O O O O O O
732	Aynı kelime içinde çok yönlülük de var .	O O O O O O O O
733	"Yalnız Toshack ve Federasyon "" Tahrik "" edilmiyor ."	O I-PER O O O O O O O
734	Ve son Türkiye Karması ile Dünya Karması karşılaşmasında olduğu gibi , stada da gelmiyor .	O O I-LOC O O O O O O O O O O O O
735	"Anlaşılıyor ki ,' Tahrik "" kelimesi içindeki okun nereyi vuracağı belli olmuyor ."	O O O O O O O O O O O O O
736	Togay BAYATLI	I-PER I-PER
737	İSTANBUL'un çeşitli bölgelerindeki ormanlarda bir gün önce çıkan yangınlara üzülmemek elde değil	I-LOC O O O O O O O O O O O
738	Bunların suçlularını en ağır şekilde cezalandırmak gerekir	O O O O O O O
739	Tabi bu yeterli değil	O O O O
740	Her şeyin önünde eğitim geliyor	O O O O O
741	Aynı futbol teröründe olduğu gibi	O O O O O
742	Önce ailede , sonra okulda bazı değerleri mahvetmenin büyük bir insanlık suçu olduğunu durmadan , bıkmadan kafalara işlememiz gerekir	O O O O O O O O O O O O O O O O O O O
743	Spor meraklıları ve sorumluları da , çevre konusunda çok hassas olmak zorundadır	O O O O O O O O O O O O
744	Çünkü sporla doğa iç içedir	O O O O O
745	Bugün Dünya'da , doğaya karşı inatla yanlış eylemini uygulamaya devam eden son kuruluş CMAS adındaki Uluslararası Denizaltı Sporları Birliği'dir	O O O O O O O O O O O O O I-ORG O I-ORG I-ORG I-ORG I-ORG
746	Bu birlik ve buna bağlı milli federasyonlar , hala Sualtı Zıpkınla Balık Avlama Dünya ve Bölgesel Şampiyonalar düzenleyerek , sırf keyif için canlı doğa varlıklarını , bütün ikazlara rağmen öldürmeye devam etmekteler	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
747	Evet balık ticari gayeyle ve dalyanlarda yakalanmakta , zaman zaman da telef olmaktadır	O O O O O O O O O O O O O
748	İtalya'da bu tip sporlar yasaklanmasına rağmen başkan , balık öldürme keyfini başka ülkelerin doğasına zarar verme pahasına uygulamaktadır	I-LOC O O O O O O O O O O O O O O O O O
749	Düşünün , eğer Atıcılık Federasyonu kuş avlama , ceylan vurma gibi resmi yarışmalar tertiplese , yer yerinden oynamaz mıydı	O O O I-ORG I-ORG O O O O O O O O O O O O O O
750	Ama galiba balığa , denize karşı pek duyarlı değiliz	O O O O O O O O O
751	Bu Türkiye'de de böyleydi	O I-LOC O O
752	Böyleydi diyoruz , çünkü kısa bir zaman önce şartlar değişti	O O O O O O O O O O
753	TMOK devreye girerek , zıpkınla balık avlama yarışmalarının yasaklanmasını GSGM'den talep etti	I-ORG O O O O O O O O I-ORG O O
754	TMOK bununla da kalmayarak , 9 Ekim'de GAP'ta başlayacak spor şenliklerinde de zıpkınla balık avlama katliamını iptal etti	I-ORG O O O O O O I-LOC O O O O O O O O O O
755	Gelin görün ki , buna şiddetle karşı çıkan bir federasyon başkanı var	O O O O O O O O O O O O
756	Adı Harun Sevinç	O I-PER I-PER
757	Ününü , bazı bakanlara bu yöntemle öldürdüğü balıkları rüşvet olarak vermekle yapmış	O O O O O O O O O O O O
758	Geçen yıl GAP'taki balık katliamından bir grup ganimet , Cumhurbaşkanımız'a da gitti	O O I-LOC O O O O O O O O O
759	TMOK konsey toplantılarına belinde tabancayla gelen bu doğa ve çevre dostu ( .	I-ORG O O O O O O O O O O O O
760	Hem de bizim çok iyi tanıdığımız ve inandığımız bazı bakanların adlarını kullanarak	O O O O O O O O O O O O
761	Amacı , Devletin parasıyla Hırvatistan'da yapılacak Dünya Zıpkınla Balık Avlama Şampiyonası'na katılıp , keyfini çıkartmak	O O O O I-LOC O O O O O O O O O O
762	AIPS bu balık katliamını yer yüzünden kaldırmak için bir kampanya başlatıyor	I-ORG O O O O O O O O O O
763	Buna ülkemizin sporseverleri , çevrecileri , doğanın gerçek dostları , hatta Cumhurbaşkanımız'ın da katılması gerekir	O O O O O O O O O O O O O O O
764	Biz de üretken ve girişimci olmak zorundayız	O O O O O O O
765	Hep batıyı taklit etmemeliyiz	O O O O
766	Hele doğaya karşı yapılan katliamların önünde durmalı , bu konuda asla taviz vermemeliyiz	O O O O O O O O O O O O O
767	BASKETBOL Birinci Ligi'nde 1998 - 99 sezonu bugün oynanacak olan altı karşılaşma ile başlayacak	I-ORG I-ORG I-ORG O O O O O O O O O O O
768	Şampiyonluğun güçlü adayı Efes Pilsen ile son şampiyon Ülker ilk günün en önemli mücadelesinde Ayhan Şahenk Salonu'nda 16.00'da karşı karşıya gelecekler	O O O I-ORG I-ORG O O O I-ORG O O O O O I-LOC I-LOC I-LOC O O O O
769	İki ezeli rakip Beşiktaş ile Galatasaray ise Beşiktaş'ın cezası nedeniyle Ankara Atatürk Salonu'nda 18.15'te kozlarını paylaşacaklar	O O O I-ORG O I-ORG O I-ORG O O I-LOC I-LOC I-LOC O O O
770	Zeki ÇOL	I-PER I-PER
771	BU takımı , bunca yıldır bu kadar yetersiz , bu kadar verimsiz , bu kadar güçsüz inanın ilk kez gördük	O O O O O O O O O O O O O O O O O O O O
772	Trabzonspor ligde bugüne kadar çok maç kaybetti	I-ORG O O O O O O
773	Çok kötü gün yaşadı	O O O O
774	Kaliteden uzak çok oyun oynadı	O O O O O
775	Ama hiçbiri	O O
776	Evet hiçbirinde bu kadar kısır bir görüntü sunmadı	O O O O O O O O
777	İlk yarı notlarına baktık	O O O O
778	Hayıflandık	O
779	Biri auta , diğeri kalecinin kucağına giden iki şut	O O O O O O O O O
780	Başka	O
781	Başka hiçbir şey yoktu ortada	O O O O O
782	İlaç için bir pozisyona da girilmez mi	O O O O O O O
783	Girilmedi , girilemedi bu rezil oyunda	O O O O O O
784	Çünkü takım hem kötü , hem yanlış oynadı	O O O O O O O O
785	6'nın her zaman dörtten fazla olduğu basit bir metamatik gerçeğidir	O O O O O O O O O O
786	İstanbulspor Sergen'i de çekerek orta alanı altı kişiyle kontrol etti ve dört kişilik Trabzonspor orta sahasını neredeyse her pozisyonda etkisiz hale getirdi	I-ORG I-PER O O O O O O O O O O O I-ORG O O O O O O O O
787	Ancak sayısal dengeyi doğal olarak yine yakalayamadı	O O O O O O O
788	Ürkek oyun planı ve strateji yanlışı belki de tarihinin en kısır oyununa itti dün akşam Trabzonspor'u	O O O O O O O O O O O O O O O I-ORG
